word,IDF
and,1.0394788109737874
to,1.0529925301405103
in,1.0946652265410783
the,1.1234441910911217
of,1.1381503384808171
that,1.1606231943328758
my,1.2643016238077172
but,1.3338949156069124
not,1.4382549309311554
with,1.4483052667846568
for,1.4483052667846568
is,1.468714138415864
so,1.5775169982646629
love,1.60077386042893
thy,1.6245845091226485
thou,1.6245845091226485
me,1.6245845091226485
thee,1.6739772644522253
be,1.6739772644522253
all,1.7259370033829362
as,1.7259370033829362
this,1.7529656757708554
which,1.7807452398779313
when,1.7949298748698876
by,1.8537703748928211
from,1.916290731874155
it,1.949080554697146
on,1.949080554697146
do,1.965887673013527
his,2.0003738490846965
have,2.018073426184097
doth,2.073133203367125
no,2.073133203367125
then,2.073133203367125
what,2.1115994841949206
if,2.1314021114911004
are,2.1314021114911004
or,2.15160481880862
sweet,2.2147837204301517
yet,2.2592354830009853
more,2.2592354830009853
mine,2.35454566280531
hath,2.4058389571928607
than,2.4058389571928607
art,2.4058389571928607
their,2.4058389571928607
eyes,2.432507204275022
can,2.432507204275022
time,2.432507204275022
make,2.459906178463137
beauty,2.459906178463137
will,2.459906178463137
shall,2.459906178463137
where,2.488077055429833
they,2.488077055429833
you,2.488077055429833
now,2.517064592303085
fair,2.5469175554527665
how,2.5469175554527665
still,2.57768921411952
true,2.57768921411952
thine,2.57768921411952
your,2.57768921411952
nor,2.6094379124341005
those,2.6422277352570913
though,2.6422277352570913
should,2.6422277352570913
heart,2.6761292869327726
such,2.6761292869327726
like,2.6761292869327726
him,2.7112206067440425
being,2.7112206067440425
eye,2.7112206067440425
every,2.7475882509149177
am,2.7475882509149177
was,2.7853285788977646
see,2.7853285788977646
who,2.7853285788977646
upon,2.7853285788977646
say,2.7853285788977646
he,2.8245492920510458
one,2.8245492920510458
give,2.8245492920510458
live,2.8245492920510458
even,2.8245492920510458
may,2.8245492920510458
most,2.865371286571301
let,2.865371286571301
since,2.865371286571301
loves,2.865371286571301
her,2.865371286571301
own,2.865371286571301
at,2.865371286571301
were,2.907930900990097
ill,2.907930900990097
some,2.907930900990097
might,2.907930900990097
well,2.9523826635609307
times,2.9523826635609307
did,2.9523826635609307
praise,2.9523826635609307
dear,2.9989026791958238
thus,2.9989026791958238
dost,2.9989026791958238
must,3.0476928433652555
look,3.0476928433652555
old,3.0476928433652555
much,3.098986137752806
show,3.098986137752806
made,3.098986137752806
there,3.098986137752806
world,3.098986137752806
day,3.098986137752806
alone,3.098986137752806
would,3.098986137752806
best,3.098986137752806
truth,3.153053359023082
life,3.153053359023082
too,3.153053359023082
worth,3.153053359023082
part,3.153053359023082
know,3.153053359023082
days,3.153053359023082
whose,3.153053359023082
away,3.153053359023082
new,3.153053359023082
beautys,3.2102117728630306
them,3.2102117728630306
sight,3.2102117728630306
hast,3.2102117728630306
find,3.2102117728630306
night,3.2102117728630306
false,3.2102117728630306
an,3.2102117728630306
hand,3.2102117728630306
thoughts,3.270836394679465
nothing,3.270836394679465
men,3.270836394679465
better,3.270836394679465
out,3.270836394679465
poor,3.270836394679465
she,3.270836394679465
these,3.270836394679465
myself,3.270836394679465
face,3.270836394679465
thought,3.270836394679465
dead,3.3353749158170367
name,3.3353749158170367
why,3.3353749158170367
good,3.3353749158170367
verse,3.3353749158170367
think,3.3353749158170367
far,3.3353749158170367
both,3.3353749158170367
each,3.3353749158170367
therefore,3.3353749158170367
things,3.3353749158170367
other,3.3353749158170367
death,3.3353749158170367
up,3.3353749158170367
thyself,3.3353749158170367
tell,3.3353749158170367
youth,3.404367787303988
before,3.404367787303988
come,3.404367787303988
never,3.404367787303988
prove,3.404367787303988
lie,3.404367787303988
use,3.404367787303988
proud,3.404367787303988
our,3.404367787303988
gentle,3.404367787303988
age,3.404367787303988
heaven,3.404367787303988
till,3.404367787303988
mind,3.47847575945771
bear,3.47847575945771
thing,3.47847575945771
whilst,3.47847575945771
others,3.47847575945771
die,3.47847575945771
hours,3.47847575945771
full,3.47847575945771
take,3.47847575945771
summers,3.5585184671312464
change,3.5585184671312464
had,3.5585184671312464
state,3.5585184671312464
seem,3.5585184671312464
mayst,3.5585184671312464
hate,3.5585184671312464
none,3.5585184671312464
ever,3.5585184671312464
friend,3.5585184671312464
making,3.5585184671312464
whom,3.5585184671312464
we,3.5585184671312464
lies,3.5585184671312464
against,3.5585184671312464
rich,3.5585184671312464
after,3.645529844120876
wilt,3.645529844120876
self,3.645529844120876
shalt,3.645529844120876
within,3.645529844120876
muse,3.645529844120876
nature,3.645529844120876
desire,3.645529844120876
pleasure,3.645529844120876
pen,3.645529844120876
call,3.645529844120876
grace,3.645529844120876
deeds,3.645529844120876
pride,3.645529844120876
long,3.645529844120876
sun,3.645529844120876
knows,3.645529844120876
great,3.645529844120876
place,3.645529844120876
end,3.645529844120876
shame,3.645529844120876
form,3.645529844120876
tongue,3.645529844120876
any,3.645529844120876
spirit,3.645529844120876
hold,3.645529844120876
another,3.645529844120876
many,3.740840023925201
although,3.740840023925201
stay,3.740840023925201
gone,3.740840023925201
black,3.740840023925201
right,3.740840023925201
loving,3.740840023925201
keep,3.740840023925201
lives,3.740840023925201
makes,3.740840023925201
first,3.740840023925201
once,3.740840023925201
could,3.740840023925201
leave,3.740840023925201
cannot,3.740840023925201
seen,3.740840023925201
write,3.740840023925201
decay,3.740840023925201
happy,3.740840023925201
tis,3.740840023925201
grow,3.846200539583027
brow,3.846200539583027
woe,3.846200539583027
beauteous,3.846200539583027
delight,3.846200539583027
leaves,3.846200539583027
lovely,3.846200539583027
speak,3.846200539583027
glory,3.846200539583027
child,3.846200539583027
earth,3.846200539583027
blood,3.846200539583027
stand,3.846200539583027
save,3.846200539583027
looks,3.846200539583027
hearts,3.846200539583027
power,3.846200539583027
cruel,3.846200539583027
again,3.846200539583027
bring,3.846200539583027
strong,3.846200539583027
bright,3.846200539583027
without,3.846200539583027
lose,3.846200539583027
skill,3.846200539583027
treasure,3.846200539583027
view,3.846200539583027
summer,3.846200539583027
store,3.846200539583027
past,3.9639835752394106
glass,3.9639835752394106
lest,3.9639835752394106
very,3.9639835752394106
kind,3.9639835752394106
sing,3.9639835752394106
steal,3.9639835752394106
back,3.9639835752394106
breast,3.9639835752394106
faults,3.9639835752394106
soul,3.9639835752394106
fresh,3.9639835752394106
virtue,3.9639835752394106
disgrace,3.9639835752394106
ah,3.9639835752394106
hell,3.9639835752394106
wide,3.9639835752394106
cold,3.9639835752394106
fear,3.9639835752394106
put,3.9639835752394106
found,3.9639835752394106
born,3.9639835752394106
thence,3.9639835752394106
flowers,3.9639835752394106
memory,3.9639835752394106
joy,3.9639835752394106
living,3.9639835752394106
itself,3.9639835752394106
forth,3.9639835752394106
foul,3.9639835752394106
straight,3.9639835752394106
lines,3.9639835752394106
gives,3.9639835752394106
sad,3.9639835752394106
behold,3.9639835752394106
blessed,4.097514967863933
dwell,4.097514967863933
same,4.097514967863933
return,4.097514967863933
deaths,4.097514967863933
deep,4.097514967863933
war,4.097514967863933
blind,4.097514967863933
outward,4.097514967863933
gainst,4.097514967863933
fire,4.097514967863933
shadow,4.097514967863933
shows,4.097514967863933
longer,4.097514967863933
worst,4.097514967863933
dumb,4.097514967863933
bad,4.097514967863933
wrong,4.097514967863933
else,4.097514967863933
seeing,4.097514967863933
strange,4.097514967863933
hope,4.097514967863933
under,4.097514967863933
breath,4.097514967863933
been,4.097514967863933
hear,4.097514967863933
way,4.097514967863933
set,4.097514967863933
fortune,4.097514967863933
two,4.097514967863933
canst,4.097514967863933
strength,4.097514967863933
through,4.097514967863933
judgment,4.097514967863933
waste,4.097514967863933
argument,4.097514967863933
lovest,4.097514967863933
despite,4.097514967863933
oer,4.097514967863933
while,4.097514967863933
words,4.097514967863933
compare,4.097514967863933
sake,4.097514967863933
unless,4.097514967863933
due,4.097514967863933
tender,4.097514967863933
sin,4.097514967863933
natures,4.097514967863933
taught,4.097514967863933
parts,4.097514967863933
precious,4.097514967863933
rhyme,4.097514967863933
themselves,4.097514967863933
enough,4.097514967863933
only,4.097514967863933
go,4.097514967863933
having,4.097514967863933
spent,4.097514967863933
head,4.097514967863933
writ,4.097514967863933
rest,4.097514967863933
heavy,4.097514967863933
rose,4.097514967863933
light,4.097514967863933
painted,4.251665647691191
subject,4.251665647691191
care,4.251665647691191
sometime,4.251665647691191
worthy,4.251665647691191
done,4.251665647691191
hence,4.251665647691191
absence,4.251665647691191
sweets,4.251665647691191
spend,4.251665647691191
motion,4.251665647691191
fears,4.251665647691191
date,4.251665647691191
boast,4.251665647691191
invention,4.251665647691191
speaking,4.251665647691191
gave,4.251665647691191
cheek,4.251665647691191
golden,4.251665647691191
gracious,4.251665647691191
shouldst,4.251665647691191
year,4.251665647691191
heavens,4.251665647691191
less,4.251665647691191
wherein,4.251665647691191
mens,4.251665647691191
quite,4.251665647691191
man,4.251665647691191
loss,4.251665647691191
mortal,4.251665647691191
near,4.251665647691191
friends,4.251665647691191
hue,4.251665647691191
grew,4.251665647691191
spring,4.251665647691191
purpose,4.251665647691191
excuse,4.251665647691191
scope,4.251665647691191
antique,4.251665647691191
wrinkles,4.251665647691191
side,4.251665647691191
pain,4.251665647691191
read,4.251665647691191
hide,4.251665647691191
winters,4.251665647691191
slave,4.251665647691191
graces,4.251665647691191
ere,4.251665647691191
wit,4.251665647691191
dull,4.251665647691191
least,4.251665647691191
loved,4.251665647691191
yourself,4.251665647691191
eternal,4.251665647691191
doom,4.251665647691191
play,4.251665647691191
need,4.251665647691191
beloved,4.251665647691191
calls,4.251665647691191
roses,4.251665647691191
merit,4.251665647691191
left,4.251665647691191
swear,4.251665647691191
wealth,4.251665647691191
lips,4.251665647691191
chide,4.251665647691191
pity,4.251665647691191
book,4.251665647691191
fell,4.251665647691191
lend,4.251665647691191
keeps,4.251665647691191
sick,4.251665647691191
shape,4.251665647691191
rank,4.251665647691191
green,4.251665647691191
base,4.251665647691191
mistress,4.251665647691191
ornament,4.251665647691191
oft,4.251665647691191
rage,4.251665647691191
tomb,4.251665647691191
kill,4.251665647691191
grief,4.251665647691191
barren,4.251665647691191
trust,4.251665647691191
painting,4.251665647691191
saw,4.251665647691191
says,4.251665647691191
into,4.251665647691191
above,4.433987204485146
mark,4.433987204485146
knowst,4.433987204485146
laid,4.433987204485146
grown,4.433987204485146
moan,4.433987204485146
substance,4.433987204485146
faith,4.433987204485146
sea,4.433987204485146
knowing,4.433987204485146
win,4.433987204485146
buried,4.433987204485146
worlds,4.433987204485146
count,4.433987204485146
break,4.433987204485146
took,4.433987204485146
report,4.433987204485146
reason,4.433987204485146
worms,4.433987204485146
add,4.433987204485146
shine,4.433987204485146
praises,4.433987204485146
souls,4.433987204485146
spite,4.433987204485146
white,4.433987204485146
told,4.433987204485146
works,4.433987204485146
comfort,4.433987204485146
thief,4.433987204485146
just,4.433987204485146
lease,4.433987204485146
canker,4.433987204485146
story,4.433987204485146
errors,4.433987204485146
whether,4.433987204485146
short,4.433987204485146
sum,4.433987204485146
smell,4.433987204485146
present,4.433987204485146
inward,4.433987204485146
abundance,4.433987204485146
young,4.433987204485146
minutes,4.433987204485146
methinks,4.433987204485146
jewel,4.433987204485146
music,4.433987204485146
numbers,4.433987204485146
lovers,4.433987204485146
cheeks,4.433987204485146
down,4.433987204485146
evil,4.433987204485146
body,4.433987204485146
gift,4.433987204485146
removed,4.433987204485146
truly,4.433987204485146
blame,4.433987204485146
clouds,4.433987204485146
said,4.433987204485146
holds,4.433987204485146
song,4.433987204485146
cure,4.433987204485146
prime,4.433987204485146
brass,4.433987204485146
appear,4.433987204485146
hour,4.433987204485146
want,4.433987204485146
beauties,4.433987204485146
winter,4.433987204485146
tears,4.433987204485146
single,4.433987204485146
assured,4.433987204485146
leisure,4.433987204485146
holy,4.433987204485146
touches,4.433987204485146
lays,4.433987204485146
wish,4.433987204485146
brain,4.433987204485146
here,4.433987204485146
frame,4.433987204485146
lost,4.433987204485146
common,4.433987204485146
believe,4.433987204485146
birth,4.433987204485146
forgot,4.433987204485146
water,4.433987204485146
lived,4.433987204485146
weary,4.433987204485146
minds,4.433987204485146
seek,4.433987204485146
bare,4.433987204485146
image,4.433987204485146
flower,4.433987204485146
scythe,4.433987204485146
large,4.433987204485146
knife,4.433987204485146
fast,4.433987204485146
honour,4.433987204485146
sovereign,4.433987204485146
stars,4.433987204485146
needs,4.433987204485146
sweetest,4.433987204485146
account,4.433987204485146
tongues,4.433987204485146
sorrow,4.433987204485146
rare,4.433987204485146
grant,4.433987204485146
swift,4.433987204485146
grows,4.433987204485146
behind,4.433987204485146
lends,4.433987204485146
pluck,4.433987204485146
respect,4.433987204485146
please,4.433987204485146
tonguetied,4.433987204485146
fairest,4.433987204485146
buds,4.433987204485146
rehearse,4.433987204485146
given,4.433987204485146
heat,4.433987204485146
lack,4.433987204485146
increase,4.433987204485146
worse,4.433987204485146
crime,4.433987204485146
rude,4.433987204485146
unused,4.433987204485146
taste,4.433987204485146
gain,4.433987204485146
filld,4.657130755799356
dare,4.657130755799356
vulgar,4.657130755799356
thrice,4.657130755799356
character,4.657130755799356
poets,4.657130755799356
ear,4.657130755799356
turn,4.657130755799356
main,4.657130755799356
free,4.657130755799356
thinking,4.657130755799356
sail,4.657130755799356
repair,4.657130755799356
wherefore,4.657130755799356
fight,4.657130755799356
triumph,4.657130755799356
whence,4.657130755799356
evermore,4.657130755799356
mend,4.657130755799356
whereto,4.657130755799356
line,4.657130755799356
mock,4.657130755799356
ten,4.657130755799356
decease,4.657130755799356
bonds,4.657130755799356
feeding,4.657130755799356
greet,4.657130755799356
despair,4.657130755799356
soon,4.657130755799356
posterity,4.657130755799356
tend,4.657130755799356
whereon,4.657130755799356
absent,4.657130755799356
haply,4.657130755799356
shore,4.657130755799356
flame,4.657130755799356
stoln,4.657130755799356
distilld,4.657130755799356
almost,4.657130755799356
woman,4.657130755799356
toil,4.657130755799356
seasons,4.657130755799356
fame,4.657130755799356
bosoms,4.657130755799356
cunning,4.657130755799356
star,4.657130755799356
advantage,4.657130755799356
basest,4.657130755799356
taken,4.657130755799356
seemd,4.657130755799356
clear,4.657130755799356
bears,4.657130755799356
grave,4.657130755799356
looking,4.657130755799356
wonder,4.657130755799356
sure,4.657130755799356
burn,4.657130755799356
used,4.657130755799356
wear,4.657130755799356
weeds,4.657130755799356
cause,4.657130755799356
witness,4.657130755799356
because,4.657130755799356
expressd,4.657130755799356
confined,4.657130755799356
anothers,4.657130755799356
heavenly,4.657130755799356
matter,4.657130755799356
public,4.657130755799356
fairer,4.657130755799356
brought,4.657130755799356
outlive,4.657130755799356
slow,4.657130755799356
amiss,4.657130755799356
prize,4.657130755799356
infection,4.657130755799356
remain,4.657130755799356
receives,4.657130755799356
maiden,4.657130755799356
means,4.657130755799356
fortunes,4.657130755799356
anew,4.657130755799356
air,4.657130755799356
burden,4.657130755799356
bearing,4.657130755799356
general,4.657130755799356
work,4.657130755799356
plague,4.657130755799356
dark,4.657130755799356
hot,4.657130755799356
turns,4.657130755799356
stone,4.657130755799356
pay,4.657130755799356
weep,4.657130755799356
stands,4.657130755799356
twain,4.657130755799356
thorns,4.657130755799356
bodys,4.657130755799356
father,4.657130755799356
silence,4.657130755799356
despised,4.657130755799356
contented,4.657130755799356
princes,4.657130755799356
bloody,4.657130755799356
manners,4.657130755799356
help,4.657130755799356
tired,4.657130755799356
half,4.657130755799356
knowledge,4.657130755799356
rain,4.657130755799356
farther,4.657130755799356
mourn,4.657130755799356
approve,4.657130755799356
blest,4.657130755799356
unkind,4.657130755799356
west,4.657130755799356
cross,4.657130755799356
high,4.657130755799356
weed,4.657130755799356
forsworn,4.657130755799356
therein,4.657130755799356
sleep,4.657130755799356
yours,4.657130755799356
wound,4.657130755799356
moon,4.657130755799356
effect,4.657130755799356
mothers,4.657130755799356
growth,4.657130755799356
seeming,4.657130755799356
sinful,4.657130755799356
brand,4.657130755799356
ground,4.657130755799356
conceit,4.657130755799356
shake,4.657130755799356
forbid,4.657130755799356
frown,4.657130755799356
wretched,4.657130755799356
brief,4.657130755799356
pace,4.657130755799356
stain,4.657130755799356
cover,4.657130755799356
thousand,4.657130755799356
blunt,4.657130755799356
constancy,4.657130755799356
groan,4.657130755799356
constant,4.657130755799356
neer,4.657130755799356
favour,4.657130755799356
confounds,4.657130755799356
among,4.657130755799356
heir,4.657130755799356
flatter,4.657130755799356
chest,4.657130755799356
steel,4.657130755799356
fill,4.657130755799356
plea,4.657130755799356
expense,4.657130755799356
course,4.657130755799356
fault,4.657130755799356
draw,4.657130755799356
virtuous,4.657130755799356
former,4.657130755799356
kept,4.657130755799356
husband,4.657130755799356
appetite,4.657130755799356
murderous,4.657130755799356
control,4.657130755799356
dearest,4.657130755799356
babe,4.657130755799356
birds,4.657130755799356
foot,4.657130755799356
audit,4.657130755799356
haste,4.657130755799356
shadows,4.657130755799356
wouldst,4.657130755799356
abuse,4.657130755799356
fool,4.657130755799356
answer,4.657130755799356
proof,4.657130755799356
record,4.657130755799356
ride,4.657130755799356
edge,4.657130755799356
losing,4.657130755799356
boy,4.657130755799356
odour,4.657130755799356
got,4.657130755799356
crownd,4.657130755799356
eternity,4.657130755799356
height,4.657130755799356
daily,4.657130755799356
second,4.657130755799356
complexion,4.657130755799356
simple,4.657130755799356
lo,4.657130755799356
growing,4.657130755799356
sense,4.657130755799356
conquest,4.657130755799356
quick,4.657130755799356
lawful,4.657130755799356
alack,4.657130755799356
desert,4.657130755799356
injury,4.657130755799356
takes,4.657130755799356
shade,4.657130755799356
nought,4.657130755799356
drawn,4.657130755799356
proved,4.657130755799356
blot,4.657130755799356
ocean,4.657130755799356
rememberd,4.657130755799356
home,4.657130755799356
eat,4.657130755799356
foes,4.657130755799356
april,4.657130755799356
bastard,4.657130755799356
tyrant,4.657130755799356
greater,4.657130755799356
style,4.657130755799356
cost,4.657130755799356
pass,4.657130755799356
teach,4.657130755799356
didst,4.657130755799356
hang,4.657130755799356
son,4.657130755799356
ease,4.944812828251137
sensual,4.944812828251137
sins,4.944812828251137
enemies,4.944812828251137
cry,4.944812828251137
windows,4.944812828251137
stealing,4.944812828251137
bark,4.944812828251137
number,4.944812828251137
cries,4.944812828251137
bath,4.944812828251137
owners,4.944812828251137
crooked,4.944812828251137
stores,4.944812828251137
finds,4.944812828251137
towards,4.944812828251137
unlookd,4.944812828251137
built,4.944812828251137
deceased,4.944812828251137
usurer,4.944812828251137
counting,4.944812828251137
allow,4.944812828251137
ransom,4.944812828251137
womb,4.944812828251137
twixt,4.944812828251137
perfection,4.944812828251137
flies,4.944812828251137
sort,4.944812828251137
commits,4.944812828251137
feeds,4.944812828251137
offences,4.944812828251137
dust,4.944812828251137
desired,4.944812828251137
attending,4.944812828251137
added,4.944812828251137
autumn,4.944812828251137
last,4.944812828251137
newer,4.944812828251137
express,4.944812828251137
ye,4.944812828251137
quest,4.944812828251137
yield,4.944812828251137
thereby,4.944812828251137
creation,4.944812828251137
wrought,4.944812828251137
divine,4.944812828251137
unkindness,4.944812828251137
gavest,4.944812828251137
clock,4.944812828251137
fine,4.944812828251137
vassal,4.944812828251137
liberty,4.944812828251137
reasons,4.944812828251137
seat,4.944812828251137
scorn,4.944812828251137
issue,4.944812828251137
temptation,4.944812828251137
red,4.944812828251137
diseased,4.944812828251137
learning,4.944812828251137
adjunct,4.944812828251137
majesty,4.944812828251137
health,4.944812828251137
something,4.944812828251137
captain,4.944812828251137
changing,4.944812828251137
bide,4.944812828251137
supposed,4.944812828251137
fading,4.944812828251137
profaned,4.944812828251137
lofty,4.944812828251137
fever,4.944812828251137
measure,4.944812828251137
strangely,4.944812828251137
three,4.944812828251137
confound,4.944812828251137
offence,4.944812828251137
sound,4.944812828251137
excellence,4.944812828251137
pale,4.944812828251137
double,4.944812828251137
checkd,4.944812828251137
tells,4.944812828251137
dote,4.944812828251137
sourly,4.944812828251137
hid,4.944812828251137
wrongs,4.944812828251137
morning,4.944812828251137
monument,4.944812828251137
perfect,4.944812828251137
check,4.944812828251137
tatterd,4.944812828251137
sets,4.944812828251137
held,4.944812828251137
growest,4.944812828251137
fortify,4.944812828251137
vouchsafe,4.944812828251137
possessd,4.944812828251137
little,4.944812828251137
guard,4.944812828251137
finding,4.944812828251137
kindness,4.944812828251137
perpetual,4.944812828251137
willing,4.944812828251137
twice,4.944812828251137
king,4.944812828251137
depart,4.944812828251137
mansion,4.944812828251137
aside,4.944812828251137
deceived,4.944812828251137
wretch,4.944812828251137
journey,4.944812828251137
feast,4.944812828251137
sport,4.944812828251137
remembrance,4.944812828251137
stronger,4.944812828251137
creatures,4.944812828251137
rotten,4.944812828251137
feel,4.944812828251137
unfatherd,4.944812828251137
fond,4.944812828251137
hands,4.944812828251137
speechless,4.944812828251137
beast,4.944812828251137
poverty,4.944812828251137
idle,4.944812828251137
inconstant,4.944812828251137
remember,4.944812828251137
bail,4.944812828251137
horse,4.944812828251137
send,4.944812828251137
bent,4.944812828251137
silent,4.944812828251137
belongs,4.944812828251137
possession,4.944812828251137
influence,4.944812828251137
pays,4.944812828251137
bareness,4.944812828251137
obsequious,4.944812828251137
spur,4.944812828251137
walls,4.944812828251137
pent,4.944812828251137
ruind,4.944812828251137
powerful,4.944812828251137
whateer,4.944812828251137
unknown,4.944812828251137
slain,4.944812828251137
doubting,4.944812828251137
serving,4.944812828251137
winds,4.944812828251137
gilded,4.944812828251137
glad,4.944812828251137
vows,4.944812828251137
doing,4.944812828251137
word,4.944812828251137
catch,4.944812828251137
seems,4.944812828251137
bars,4.944812828251137
resembling,4.944812828251137
pleasing,4.944812828251137
thinks,4.944812828251137
clearer,4.944812828251137
oppressd,4.944812828251137
selflove,4.944812828251137
pattern,4.944812828251137
urge,4.944812828251137
noted,4.944812828251137
subjects,4.944812828251137
glance,4.944812828251137
folly,4.944812828251137
frailties,4.944812828251137
goodness,4.944812828251137
speed,4.944812828251137
counterfeit,4.944812828251137
crow,4.944812828251137
worths,4.944812828251137
chief,4.944812828251137
maladies,4.944812828251137
suns,4.944812828251137
besides,4.944812828251137
lords,4.944812828251137
griefs,4.944812828251137
forsake,4.944812828251137
robs,4.944812828251137
bitterness,4.944812828251137
sour,4.944812828251137
mad,4.944812828251137
vainly,4.944812828251137
years,4.944812828251137
watch,4.944812828251137
action,4.944812828251137
deemd,4.944812828251137
imprisond,4.944812828251137
forfeit,4.944812828251137
blamed,4.944812828251137
replete,4.944812828251137
follow,4.944812828251137
trespass,4.944812828251137
aid,4.944812828251137
arts,4.944812828251137
jewels,4.944812828251137
sacred,4.944812828251137
us,4.944812828251137
vex,4.944812828251137
sullen,4.944812828251137
thievish,4.944812828251137
brings,4.944812828251137
aught,4.944812828251137
possessing,4.944812828251137
guilty,4.944812828251137
defence,4.944812828251137
alterd,4.944812828251137
next,4.944812828251137
unrespected,4.944812828251137
off,4.944812828251137
comments,4.944812828251137
truths,4.944812828251137
died,4.944812828251137
fade,4.944812828251137
slander,4.944812828251137
himself,4.944812828251137
ay,4.944812828251137
theirs,4.944812828251137
pilgrimage,4.944812828251137
dyed,4.944812828251137
gaze,4.944812828251137
prepare,4.944812828251137
pencil,4.944812828251137
violet,4.944812828251137
bound,4.944812828251137
womans,4.944812828251137
remove,4.944812828251137
fled,4.944812828251137
borne,4.944812828251137
sway,4.944812828251137
benefit,4.944812828251137
dream,4.944812828251137
lively,4.944812828251137
unseen,4.944812828251137
riper,4.944812828251137
farthest,4.944812828251137
potions,4.944812828251137
shown,4.944812828251137
healthful,4.944812828251137
asleep,4.944812828251137
reserve,4.944812828251137
whats,4.944812828251137
sweetly,4.944812828251137
dearer,4.944812828251137
addition,4.944812828251137
alas,4.944812828251137
content,4.944812828251137
fashion,4.944812828251137
walks,4.944812828251137
breathe,4.944812828251137
giving,4.944812828251137
welcome,4.944812828251137
nay,4.944812828251137
despise,4.944812828251137
created,4.944812828251137
converted,4.944812828251137
drink,4.944812828251137
sit,4.944812828251137
strive,4.944812828251137
affairs,4.944812828251137
either,4.944812828251137
fall,4.944812828251137
colour,4.944812828251137
ages,4.944812828251137
wait,4.944812828251137
suspect,4.944812828251137
depends,4.944812828251137
calld,4.944812828251137
travel,4.944812828251137
meet,4.944812828251137
bold,4.944812828251137
mourners,4.944812828251137
borrowd,4.944812828251137
shaken,4.944812828251137
